Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56
169.66,-7.7919,1.1187,1,0.010018,-0.034711,0.15322,0.085742,0.080243,0.27204,0.63264,0.44123,0.32172,0.17737,0.46291,0.5894,0.50617,0.52904,-0.034886,-0.08215,0.024693,0.097536,0.0054376,0.010427,0.1018,0.21867,0.32766,0.16652,0.26449,0.12587,0.18273,0.13758,0.37021,0.30319,0.12733,0.043307,0.15689,0.30863,0.18391,0.8208,1.3699,0.61291,0.35251,0.21008,0.3346,0.34571,0.41928,0.771,0.67482,0.63825,0.42257,0.6029,0.48502,0.15132,0.3043,0.39458,0.30667,0.3197,0.64546,0.47245
169.83,-7.7901,1.1194,1,-0.016931,-0.038752,0.14905,0.063527,0.067132,0.27634,0.61062,0.38298,0.32964,0.1566,0.45417,0.61283,0.46077,0.56565,-0.02505,-0.05865,0.030974,0.099779,0.017039,0.026165,0.11822,0.20522,0.35118,0.16404,0.24704,0.159,0.18282,0.16817,0.34759,0.28905,0.1538,0.018502,0.17488,0.29676,0.19479,0.9214,1.419,0.59984,0.37956,0.1999,0.3165,0.30873,0.39362,0.78118,0.66355,0.63378,0.43396,0.63152,0.46634,0.16205,0.36235,0.35294,0.26163,0.25795,0.62785,0.4266
170,-7.7913,1.113,1,-0.049199,-0.02167,0.14578,0.054781,0.066023,0.30239,0.57988,0.35003,0.32707,0.14003,0.46171,0.63626,0.44398,0.60227,-0.014143,-0.03394,0.059352,0.09876,0.021206,0.050163,0.13945,0.18824,0.3397,0.16339,0.25629,0.21302,0.18291,0.21079,0.35551,0.25745,0.18782,0.037639,0.18389,0.3002,0.20865,1.0209,1.4744,0.59921,0.41605,0.21151,0.30107,0.33037,0.39895,0.78801,0.61937,0.61617,0.42911,0.62611,0.46473,0.17068,0.39532,0.33477,0.24709,0.22485,0.60881,0.38304
170.16,-7.7886,1.0952,1,-0.062318,-0.0032787,0.14176,0.048373,0.073665,0.31172,0.51897,0.33372,0.32341,0.16308,0.4532,0.69254,0.45337,0.57765,-0.0032368,-0.012682,0.054596,0.09346,0.015332,0.076892,0.13812,0.1763,0.33254,0.16935,0.26412,0.247,0.20634,0.23567,0.35946,0.23216,0.2048,0.041852,0.17958,0.33023,0.2225,1.0181,1.4988,0.6242,0.42788,0.21864,0.28242,0.33734,0.39661,0.80415,0.56154,0.61136,0.41673,0.61892,0.45172,0.17848,0.40965,0.32074,0.2202,0.22158,0.6066,0.40906
170.33,-7.7944,1.084,1,-0.07307,-0.00069125,0.14148,0.047682,0.092437,0.33425,0.45805,0.36445,0.33028,0.19878,0.4556,0.75457,0.52047,0.54694,0.030411,-0.0072597,0.04984,0.081867,0.019499,0.098605,0.14646,0.16995,0.31303,0.1802,0.27773,0.28704,0.223,0.26284,0.38383,0.18812,0.24052,0.080779,0.1978,0.37109,0.23383,1.0153,1.5145,0.65281,0.44332,0.2306,0.26735,0.35555,0.40674,0.82029,0.51499,0.62132,0.41037,0.62261,0.45089,0.18147,0.42398,0.32689,0.21496,0.25505,0.61276,0.45942
170.5,-7.7946,1.075,1,-0.064156,0.00050241,0.13091,0.043876,0.11311,0.35792,0.45468,0.40985,0.34343,0.23669,0.45421,0.80472,0.64084,0.49805,0.032832,-0.0080814,0.027998,0.071707,0.0060825,0.08853,0.12985,0.16898,0.30156,0.18429,0.30384,0.28252,0.24042,0.29,0.4202,0.20356,0.26996,0.13454,0.20048,0.39119,0.23076,0.95407,1.5497,0.68142,0.44266,0.24256,0.26939,0.36572,0.4081,0.82081,0.48656,0.65169,0.42017,0.61117,0.43789,0.16773,0.41339,0.31025,0.2197,0.29729,0.62533,0.50906
170.66,-7.7942,1.0796,1,-0.047116,0.0018173,0.14813,0.0391,0.13567,0.3925,0.46685,0.49132,0.35657,0.27015,0.45281,0.78722,0.78543,0.46112,0.036977,-0.022253,0.017986,0.066273,-0.016422,0.076724,0.13819,0.18917,0.27143,0.18618,0.31987,0.29132,0.27701,0.36124,0.46034,0.21656,0.2781,0.18831,0.21117,0.40233,0.24208,0.92278,1.5849,0.70002,0.43287,0.26917,0.29146,0.33192,0.39615,0.83827,0.48072,0.74781,0.43915,0.58205,0.4273,0.15011,0.36303,0.33385,0.2468,0.33953,0.63945,0.52262
170.83,-7.7921,1.0798,1,-0.00074803,-0.0022479,0.1629,0.03412,0.15823,0.4193,0.4975,0.56509,0.36285,0.30362,0.45142,0.76972,0.89642,0.41943,0.036244,-0.048612,0.0084875,0.074085,-0.035551,0.064793,0.12159,0.21959,0.25139,0.18594,0.29899,0.25262,0.28035,0.42043,0.50293,0.22955,0.26379,0.21732,0.22428,0.41347,0.22656,0.82839,1.6045,0.6999,0.42308,0.26231,0.29365,0.28028,0.36095,0.83817,0.46013,0.84393,0.46603,0.54421,0.40839,0.12036,0.29602,0.32812,0.2702,0.40352,0.64261,0.5339
171,-7.7913,1.068,1,0.058512,-0.0022435,0.17842,0.026801,0.2003,0.42938,0.50773,0.64657,0.36871,0.31925,0.46203,0.67504,0.9692,0.40786,0.035511,-0.077989,0.017023,0.093169,-0.035347,0.038445,0.16589,0.25682,0.2281,0.18601,0.27526,0.23395,0.25825,0.41089,0.54618,0.22457,0.23878,0.21486,0.25576,0.39275,0.24392,0.76555,1.5644,0.67603,0.44954,0.26838,0.31279,0.27352,0.35746,0.83712,0.43057,0.81107,0.44918,0.50093,0.40258,0.10357,0.24102,0.35336,0.32288,0.45854,0.62257,0.50664
171.17,-7.7868,1.0703,1,0.11603,-0.0091376,0.18996,0.044925,0.22213,0.43156,0.53569,0.67181,0.37348,0.32805,0.47265,0.60685,0.98427,0.40491,0.0030001,-0.11269,0.025558,0.11156,-0.045184,0.0072243,0.14535,0.26738,0.22443,0.18263,0.2318,0.19635,0.23064,0.40134,0.57588,0.21959,0.18455,0.20887,0.25966,0.37203,0.23307,0.69833,1.5087,0.65151,0.476,0.25591,0.31335,0.27122,0.35981,0.83608,0.40101,0.76181,0.42138,0.44167,0.38826,0.092053,0.18639,0.34185,0.35846,0.50719,0.60053,0.47867
171.33,-7.7853,1.0511,1,0.16105,-0.011667,0.18808,0.079993,0.24316,0.42269,0.54274,0.67592,0.37198,0.33685,0.46762,0.5277,0.94606,0.4319,-0.0054225,-0.14196,0.037587,0.1299,-0.046228,-0.01708,0.18841,0.29043,0.22168,0.19006,0.19843,0.18285,0.20887,0.36452,0.61427,0.21242,0.12046,0.19087,0.25604,0.377,0.22807,0.69114,1.3843,0.63656,0.4956,0.24836,0.3285,0.28244,0.38825,0.83504,0.37807,0.6937,0.37765,0.39754,0.38118,0.093282,0.13901,0.37559,0.39241,0.53698,0.57801,0.46949
171.5,-7.7833,1.0408,1,0.17737,-0.017673,0.17018,0.10523,0.23668,0.38478,0.5586,0.64865,0.36743,0.32927,0.45112,0.51526,0.84971,0.44695,-0.036006,-0.16392,0.049617,0.13843,-0.038184,-0.044798,0.15537,0.28461,0.23607,0.1714,0.17904,0.16927,0.1871,0.34375,0.6489,0.17334,0.085235,0.17286,0.23359,0.36561,0.20439,0.65063,1.2482,0.63648,0.47599,0.23846,0.3302,0.32068,0.42999,0.79613,0.36712,0.5588,0.32797,0.38517,0.39909,0.099981,0.1161,0.35969,0.42107,0.56677,0.55549,0.47018
171.67,-7.7853,1.046,1,0.14578,-0.014826,0.14391,0.14306,0.21109,0.3542,0.57011,0.60391,0.36235,0.30539,0.43755,0.484,0.71975,0.46676,-0.06659,-0.17632,0.04751,0.1255,-0.024785,-0.055923,0.16472,0.26856,0.25154,0.16751,0.16612,0.14403,0.20208,0.26286,0.62534,0.13318,0.064893,0.14669,0.21806,0.37053,0.18068,0.64479,1.0635,0.64268,0.44794,0.24027,0.38194,0.39136,0.47618,0.77814,0.37193,0.42389,0.31203,0.38211,0.41919,0.1179,0.11352,0.38122,0.43267,0.52711,0.54557,0.49708
171.83,-7.7801,1.0313,1,0.079049,-0.020833,0.11827,0.15574,0.16146,0.32361,0.60719,0.55479,0.35877,0.27834,0.4111,0.48071,0.61105,0.45205,-0.092978,-0.18639,0.047978,0.10528,-0.020678,-0.029061,0.12326,0.2261,0.25214,0.16262,0.15524,0.11878,0.19577,0.22478,0.58916,0.10577,0.044536,0.12562,0.18029,0.3625,0.12072,0.60135,0.9177,0.64459,0.39887,0.2114,0.38585,0.44191,0.50379,0.76303,0.38809,0.42696,0.33982,0.38625,0.43929,0.12368,0.11267,0.36532,0.42575,0.45619,0.53365,0.50027
172,-7.7854,1.0371,1,0.022727,-0.01347,0.096612,0.14861,0.11672,0.28173,0.62655,0.51487,0.35945,0.23079,0.38952,0.46502,0.50065,0.43482,-0.098719,-0.17744,0.048447,0.085745,-0.024907,0.0092817,0.13635,0.20473,0.2396,0.15873,0.15832,0.079565,0.19182,0.18671,0.52708,0.084218,0.067523,0.10651,0.16925,0.35446,0.093652,0.59988,0.78755,0.64651,0.37865,0.19625,0.41696,0.48798,0.528,0.74791,0.39221,0.52777,0.37024,0.41318,0.46631,0.129,0.14366,0.38411,0.39026,0.40644,0.51928,0.50647
172.16,-7.7879,1.0377,1,-0.040752,-0.010011,0.10948,0.12695,0.064339,0.24305,0.6192,0.50266,0.36014,0.18325,0.37811,0.47899,0.3592,0.38817,-0.093933,-0.16494,0.047001,0.065766,-0.027889,0.047624,0.090686,0.17087,0.24959,0.1501,0.16915,0.069216,0.18129,0.18734,0.44376,0.064854,0.065113,0.082619,0.15652,0.32539,0.088471,0.52174,0.58321,0.64141,0.36851,0.17522,0.43226,0.51436,0.53489,0.74295,0.39216,0.62863,0.39794,0.42348,0.4708,0.13447,0.22023,0.3441,0.33896,0.34307,0.45564,0.4946
172.33,-7.7891,1.0255,1,-0.076496,-0.0021464,0.11011,0.11609,0.037585,0.22445,0.58422,0.49044,0.36386,0.15074,0.38204,0.49297,0.27091,0.3354,-0.06871,-0.13977,0.03999,0.056846,-0.027901,0.08938,0.11162,0.16906,0.27708,0.16468,0.17697,0.075796,0.17943,0.13227,0.35719,0.075482,0.07504,0.060695,0.16702,0.3256,0.094075,0.51142,0.3906,0.63323,0.38892,0.17464,0.44364,0.54074,0.53462,0.75556,0.38011,0.64604,0.43138,0.4358,0.48036,0.14603,0.31645,0.34594,0.29296,0.27969,0.38754,0.50908
172.5,-7.7891,1.0252,1,-0.081849,0.0013133,0.1205,0.080595,0.062618,0.22084,0.53917,0.46437,0.37748,0.13601,0.38414,0.52575,0.22935,0.27827,-0.043486,-0.092036,0.020555,0.070684,-0.032536,0.11406,0.096417,0.18627,0.30219,0.17081,0.20019,0.1315,0.17833,0.13633,0.29977,0.096766,0.084967,0.075287,0.16669,0.31171,0.12327,0.48446,0.26684,0.62482,0.41807,0.16657,0.41086,0.53992,0.5299,0.77762,0.33897,0.66345,0.46083,0.44025,0.4676,0.18048,0.40898,0.28781,0.25745,0.25597,0.31625,0.49747
172.66,-7.7909,1.031,1,-0.060371,0.013754,0.1243,0.070253,0.088981,0.21723,0.48898,0.43349,0.40476,0.14473,0.40997,0.58104,0.26027,0.22642,-0.040259,-0.046405,-0.0044669,0.091126,-0.027974,0.11002,0.093749,0.21565,0.34109,0.1805,0.22429,0.20357,0.20319,0.16892,0.2551,0.11697,0.094909,0.096309,0.19241,0.30195,0.16343,0.49573,0.2418,0.62714,0.48927,0.17623,0.40793,0.53094,0.51338,0.79722,0.29782,0.75358,0.49028,0.45911,0.4672,0.21493,0.4662,0.28584,0.23282,0.27944,0.24496,0.53185
172.83,-7.7927,1.0341,1,-0.038953,0.01211,0.13407,0.075061,0.12208,0.22558,0.47433,0.45665,0.42778,0.17396,0.43235,0.62842,0.33526,0.20641,-0.043939,-0.015041,-0.026594,0.095174,-0.015076,0.10425,0.075365,0.23817,0.3665,0.19058,0.24838,0.27564,0.21614,0.19452,0.23633,0.1313,0.057669,0.10378,0.19644,0.30383,0.21899,0.46877,0.21676,0.63943,0.48958,0.18589,0.39281,0.51443,0.49442,0.82359,0.33416,0.79016,0.51308,0.46059,0.45563,0.22783,0.46399,0.2673,0.24074,0.27295,0.19237,0.56321
173,-7.7916,1.0212,1,-0.0084546,0.017618,0.144,0.083596,0.16971,0.26852,0.48639,0.47017,0.46302,0.20353,0.45759,0.66896,0.49229,0.22022,-0.063397,0.013593,-0.012708,0.096243,-0.0056492,0.098619,0.068939,0.29568,0.36845,0.21129,0.26057,0.30181,0.24044,0.21569,0.23938,0.15055,0.055668,0.10296,0.2026,0.32183,0.26994,0.54688,0.32822,0.65041,0.55438,0.22276,0.37849,0.48059,0.46765,0.83981,0.37049,0.82674,0.53562,0.4787,0.46658,0.23594,0.41399,0.29225,0.29238,0.29019,0.2483,0.57422
173.16,-7.7899,1.0317,1,0.036017,0.1442,0.1545,0.096921,0.23705,0.31145,0.48356,0.42518,0.49825,0.2331,0.4702,0.67202,0.64932,0.24848,-0.076494,0.017921,0.014486,0.096127,-0.0053955,0.083793,0.055206,0.33026,0.33191,0.22124,0.25621,0.30558,0.21142,0.22542,0.29757,0.16876,0.057091,0.10017,0.19324,0.32695,0.33312,0.60318,0.43968,0.66015,0.57191,0.24807,0.36418,0.44674,0.44805,0.8969,0.37419,0.81356,0.54511,0.45216,0.4365,0.23005,0.32502,0.29557,0.31773,0.30743,0.30867,0.5851
173.33,-7.7884,1.0293,1,0.082267,0.27172,0.16605,0.12249,0.27172,0.32503,0.48086,0.42071,0.51488,0.26498,0.48104,0.66647,0.7998,0.28111,-0.073075,0.017606,0.04563,0.090288,0.00032986,0.071171,-0.020811,0.35379,0.30653,0.23898,0.23036,0.28691,0.19846,0.22504,0.40041,0.18494,0.063438,0.085258,0.17811,0.32909,0.38357,0.66011,0.59355,0.61964,0.6244,0.28089,0.3483,0.40794,0.43505,0.96171,0.38718,0.7886,0.51105,0.4232,0.42655,0.2253,0.23605,0.35496,0.37387,0.39585,0.36525,0.58487
173.5,-7.7885,1.0251,1,0.13975,0.33324,0.16143,0.16358,0.30506,0.33861,0.47817,0.47738,0.51784,0.25816,0.47222,0.64602,0.84799,0.31374,-0.050391,0.0014816,0.076773,0.087919,-0.0054992,0.060175,-0.024164,0.3625,0.27237,0.23709,0.20445,0.23698,0.17866,0.20275,0.49899,0.20113,0.070928,0.080711,0.15415,0.32432,0.41465,0.7007,0.66937,0.57912,0.59957,0.30624,0.31505,0.38366,0.44393,1.0265,0.40305,0.66565,0.47368,0.37778,0.409,0.1921,0.17391,0.36276,0.4032,0.41517,0.42182,0.57131
173.66,-7.7898,1.0209,1,0.18739,0.33846,0.15084,0.18438,0.32082,0.37386,0.44995,0.48001,0.52698,0.25973,0.44314,0.59992,0.86711,0.3183,-0.032411,-0.014077,0.11161,0.10633,-0.011328,0.051254,-0.023758,0.3583,0.24723,0.22265,0.17854,0.18001,0.16354,0.17241,0.59757,0.18795,0.092742,0.087746,0.13587,0.30792,0.41467,0.71715,0.67998,0.55212,0.61406,0.33159,0.28179,0.38006,0.46262,1.0716,0.35349,0.49852,0.40976,0.33979,0.40622,0.192,0.1397,0.37057,0.4461,0.43116,0.46786,0.53999
173.83,-7.7874,1.0286,1,0.23421,0.33747,0.13803,0.22896,0.34282,0.38564,0.43095,0.45628,0.54808,0.24815,0.41405,0.5531,0.83524,0.32934,-0.027691,-0.029635,0.12846,0.13127,-0.013686,0.042205,-0.023353,0.3191,0.22208,0.19827,0.16017,0.14008,0.12907,0.13507,0.6554,0.16678,0.10204,0.1005,0.13267,0.30185,0.41025,0.65405,0.6774,0.52388,0.56404,0.3192,0.24956,0.40994,0.49361,1.1167,0.30392,0.3314,0.34786,0.30957,0.3942,0.1919,0.10697,0.35934,0.44516,0.44313,0.47191,0.53503
174,-7.7878,1.0147,1,0.30199,0.22366,0.12464,0.28261,0.33198,0.39742,0.44569,0.49106,0.57003,0.24938,0.39951,0.54376,0.83289,0.34942,-0.03562,0.0034321,0.15239,0.14629,-0.0021387,0.046392,-0.014365,0.31661,0.2323,0.19043,0.15745,0.10961,0.13574,0.20294,0.65829,0.14188,0.095586,0.10668,0.13258,0.30866,0.3736,0.58442,0.67959,0.47358,0.52977,0.30025,0.21735,0.44125,0.52459,1.1249,0.27296,0.31374,0.29086,0.30738,0.38803,0.20826,0.094295,0.34812,0.47585,0.4551,0.47183,0.51481
174.17,-7.7873,1.0108,1,0.3615,0.10985,0.11805,0.33626,0.32473,0.4375,0.46569,0.56855,0.60124,0.25319,0.40056,0.54569,0.83073,0.3695,-0.053778,0.018571,0.17633,0.1597,0.0032058,0.04886,0.053782,0.30616,0.23373,0.18499,0.13952,0.091585,0.12209,0.28195,0.61656,0.10682,0.08421,0.10592,0.14041,0.30855,0.3351,0.52316,0.63356,0.47377,0.45529,0.28057,0.22065,0.47224,0.54642,1.116,0.26181,0.30786,0.26044,0.29934,0.38185,0.20152,0.094187,0.31687,0.45293,0.43655,0.48626,0.51132
174.33,-7.7861,1.0085,1,0.40193,0.038554,0.12536,0.35678,0.30315,0.47175,0.4894,0.59678,0.62775,0.27766,0.42055,0.54018,0.89041,0.3867,-0.083568,0.03117,0.19305,0.16964,0.013034,0.047858,0.062365,0.31815,0.23637,0.20374,0.12159,0.078275,0.10647,0.3651,0.54991,0.047501,0.08907,0.094806,0.14823,0.31121,0.3078,0.49483,0.58753,0.50549,0.41608,0.26834,0.28874,0.48047,0.54748,1.0595,0.26236,0.31407,0.23334,0.29336,0.38752,0.21725,0.10747,0.32431,0.44756,0.47319,0.50456,0.49008
174.5,-7.7854,1.0184,1,0.41916,0.029771,0.14091,0.36899,0.29344,0.48384,0.51455,0.61886,0.63848,0.28403,0.45938,0.54227,0.92171,0.38223,-0.099274,0.030437,0.19536,0.17678,0.022862,0.042281,0.057274,0.31111,0.24101,0.23397,0.11964,0.05264,0.094977,0.44373,0.4822,0.01141,0.069383,0.077733,0.13297,0.31613,0.29616,0.49128,0.60672,0.51481,0.37961,0.26588,0.35683,0.47555,0.53873,0.98325,0.27988,0.33632,0.23482,0.30976,0.39493,0.22141,0.11702,0.31766,0.42199,0.49815,0.51914,0.48659
174.67,-7.7854,1.0131,1,0.42176,0.027249,0.14875,0.35212,0.26717,0.45333,0.53048,0.66732,0.62504,0.30544,0.47941,0.56824,0.96618,0.36212,-0.10944,0.020762,0.18393,0.17739,0.044429,0.036705,0.049233,0.30407,0.24565,0.2642,0.12159,0.046373,0.10692,0.44793,0.42746,-0.021607,0.048721,0.0652,0.11475,0.31071,0.29287,0.50627,0.64553,0.55322,0.36989,0.27842,0.39172,0.48565,0.54781,0.907,0.2974,0.37514,0.23706,0.33701,0.41685,0.20319,0.12727,0.34723,0.41356,0.52713,0.52583,0.47044
174.83,-7.7833,1.0068,1,0.39263,0.016138,0.16262,0.31786,0.25403,0.42282,0.5464,0.69749,0.61379,0.29472,0.47298,0.59422,0.92271,0.3366,-0.10955,-0.021848,0.15483,0.1667,0.058295,0.048589,0.024667,0.26681,0.24203,0.28865,0.11627,0.027207,0.12236,0.35391,0.37636,-0.046413,0.028059,0.059245,0.09653,0.30529,0.2988,0.52962,0.62691,0.61376,0.38256,0.29586,0.42662,0.49432,0.55689,0.82677,0.35443,0.43365,0.26745,0.36508,0.44444,0.18565,0.15129,0.35248,0.39979,0.55872,0.51812,0.46955
175,-7.7852,0.9929,1,0.3635,0.005629,0.16969,0.28314,0.2373,0.37289,0.57235,0.68497,0.60255,0.28421,0.44792,0.61753,0.84893,0.31107,-0.11595,-0.064457,0.11229,0.14301,0.068189,0.070768,0.021715,0.22956,0.2384,0.29691,0.13952,0.014952,0.11572,0.25784,0.31173,-0.052545,0.022298,0.038747,0.076162,0.31715,0.31491,0.54133,0.59387,0.6743,0.41005,0.31403,0.43888,0.47174,0.53058,0.76396,0.41145,0.49215,0.29792,0.40609,0.47421,0.16428,0.16493,0.36307,0.39018,0.54965,0.49971,0.47429
175.17,-7.787,0.99554,1,0.33763,0.013698,0.17395,0.25088,0.22812,0.33503,0.57933,0.66056,0.56089,0.26325,0.40471,0.62611,0.6865,0.2758,-0.093537,-0.055902,0.075188,0.11932,0.072121,0.099943,0.0015424,0.19071,0.24433,0.28935,0.15288,0.012885,0.11319,0.1578,0.28901,-0.034428,-0.00067277,0.018249,0.061443,0.329,0.33161,0.53581,0.55921,0.70035,0.43697,0.3322,0.41479,0.45741,0.51495,0.78295,0.38561,0.50854,0.33761,0.43957,0.48422,0.15271,0.1843,0.33997,0.37009,0.53354,0.47743,0.47904
175.33,-7.7841,0.99465,1,0.32355,0.022382,0.15948,0.22003,0.20956,0.30757,0.57484,0.64719,0.52752,0.24837,0.37333,0.63469,0.52629,0.25843,-0.044835,-0.033034,0.037641,0.10226,0.072349,0.10909,0.0001679,0.20413,0.2414,0.2753,0.15408,0.039612,0.13145,0.077341,0.26161,-0.01017,0.0022926,0.010575,0.064132,0.33326,0.34831,0.53029,0.47208,0.6969,0.46388,0.34439,0.39069,0.47143,0.51439,0.83466,0.33787,0.47684,0.39898,0.43346,0.48325,0.16854,0.21481,0.29387,0.34309,0.5034,0.4439,0.49112
175.5,-7.786,0.97572,1,0.3052,0.025425,0.14336,0.20087,0.19335,0.3183,0.56472,0.59351,0.49545,0.21335,0.37458,0.61028,0.3476,0.23334,-0.022424,-0.0022043,0.0073426,0.099405,0.057256,0.10505,0.0017445,0.20893,0.23846,0.26125,0.14801,0.048406,0.14905,0.10945,0.27188,0.029994,0.03372,0.022986,0.085275,0.33751,0.36904,0.47384,0.36216,0.66189,0.45298,0.35319,0.39877,0.46853,0.4915,0.88637,0.29012,0.40296,0.46035,0.40872,0.45901,0.20675,0.24755,0.22346,0.31649,0.44874,0.40527,0.50985
175.66,-7.7858,0.96283,1,0.25431,0.028497,0.12121,0.19125,0.17485,0.32902,0.53699,0.54816,0.46858,0.19764,0.39713,0.60556,0.22733,0.20598,0.024659,0.031591,-0.020113,0.11297,0.042163,0.07779,0.017171,0.22668,0.22037,0.24349,0.16639,0.096887,0.16665,0.14916,0.28153,0.10039,0.065146,0.035794,0.11624,0.35247,0.38977,0.45162,0.30491,0.62168,0.43154,0.36232,0.41067,0.46563,0.45358,0.9026,0.2166,0.33905,0.50183,0.40102,0.43921,0.23415,0.26738,0.17752,0.26217,0.39147,0.38516,0.52858
175.83,-7.7868,0.96191,1,0.20305,0.037657,0.10949,0.1836,0.14766,0.34242,0.47789,0.49492,0.44171,0.17535,0.42289,0.54547,0.22015,0.17296,0.053075,0.064923,-0.040801,0.12874,0.035121,0.041947,0.047543,0.24047,0.19881,0.22405,0.19706,0.14748,0.21095,0.20219,0.30953,0.15888,0.092733,0.068226,0.15538,0.37029,0.40216,0.43267,0.22984,0.58147,0.37613,0.36622,0.39966,0.49403,0.44664,0.92217,0.14308,0.28604,0.55129,0.39414,0.41724,0.27177,0.28345,0.13087,0.21441,0.3342,0.35094,0.53233
176,-7.7878,0.97141,1,0.15217,0.046209,0.11233,0.19988,0.12725,0.34958,0.45465,0.43073,0.44187,0.1699,0.45463,0.55533,0.28925,0.15257,0.081518,0.06544,-0.059721,0.13975,0.04492,0.010614,0.081462,0.24137,0.17874,0.213,0.23762,0.20756,0.25526,0.27229,0.33512,0.22116,0.13795,0.10066,0.18352,0.39046,0.41032,0.43272,0.24926,0.55203,0.32129,0.37535,0.43959,0.52242,0.43215,0.89304,0.14953,0.31987,0.59443,0.39873,0.40446,0.33404,0.28695,0.10424,0.19606,0.32321,0.32791,0.53609
176.16,-7.783,0.94332,1,0.13581,0.045589,0.13844,0.21379,0.12347,0.34633,0.45335,0.36164,0.4389,0.17792,0.47453,0.51173,0.42598,0.15028,0.050919,0.062547,-0.038197,0.14255,0.045417,0.001937,0.10212,0.21651,0.16654,0.20843,0.2814,0.25821,0.28722,0.34765,0.40895,0.28838,0.18177,0.12622,0.21166,0.41597,0.41848,0.43277,0.2773,0.55098,0.28771,0.36487,0.47953,0.49926,0.40129,0.87833,0.16806,0.38573,0.61518,0.40031,0.39722,0.36892,0.27053,0.15049,0.18728,0.3307,0.31611,0.53937
176.33,-7.784,0.94123,1,0.15397,0.044348,0.17202,0.22219,0.1215,0.35036,0.46028,0.33286,0.43464,0.20422,0.48061,0.48828,0.57213,0.16364,0.11876,0.050094,-0.011319,0.12382,0.042161,0.010139,0.12277,0.21828,0.15343,0.21213,0.31774,0.29549,0.30439,0.37962,0.48716,0.33969,0.20267,0.1297,0.21223,0.43022,0.43509,0.48507,0.35727,0.55038,0.31203,0.37637,0.51947,0.46605,0.37043,0.88236,0.19694,0.45631,0.6136,0.4029,0.42231,0.36611,0.25076,0.19928,0.17849,0.37779,0.35806,0.56018
176.5,-7.783,0.93845,1,0.21523,0.048399,0.2056,0.22263,0.13685,0.35438,0.49632,0.36484,0.40165,0.23052,0.47766,0.44515,0.71827,0.18529,0.087309,0.027611,0.01556,0.10509,0.037666,0.020052,0.13877,0.20334,0.14906,0.19437,0.34121,0.29233,0.30832,0.40926,0.56537,0.33388,0.19753,0.11274,0.20294,0.43092,0.4517,0.47497,0.38848,0.55237,0.36006,0.37631,0.49996,0.4262,0.35536,0.92187,0.23249,0.49795,0.60171,0.38651,0.44824,0.34145,0.22473,0.24537,0.22397,0.41415,0.41357,0.5678
176.66,-7.7844,0.9291,1,0.29234,0.054139,0.20144,0.22352,0.17949,0.36165,0.56313,0.4047,0.36866,0.25988,0.47521,0.45738,0.76728,0.20657,0.13858,-0.008305,0.053906,0.093006,0.030331,0.028255,0.13247,0.20907,0.15244,0.20333,0.34175,0.2632,0.28555,0.3903,0.62405,0.32392,0.18133,0.090703,0.18548,0.41915,0.46332,0.46488,0.49662,0.55436,0.45345,0.38855,0.50336,0.38629,0.34757,0.87715,0.26805,0.52476,0.54667,0.36622,0.47418,0.30501,0.20496,0.3143,0.29819,0.46818,0.48319,0.59331
176.83,-7.7843,0.93912,1,0.35361,0.059879,0.19377,0.22391,0.22214,0.36264,0.60933,0.45551,0.34376,0.26374,0.49992,0.40246,0.81359,0.23851,0.10649,-0.044221,0.092252,0.087163,0.011003,0.02934,0.12558,0.21638,0.16824,0.19944,0.3423,0.22308,0.26148,0.38769,0.6716,0.3026,0.14528,0.070317,0.18899,0.39426,0.45898,0.43651,0.50445,0.55222,0.52558,0.38849,0.48755,0.34639,0.34758,0.84684,0.29192,0.49659,0.48159,0.34199,0.47524,0.24011,0.19351,0.33651,0.352,0.49033,0.52277,0.60539
177,-7.7822,0.92869,1,0.42113,0.11907,0.2098,0.25266,0.25313,0.36362,0.59326,0.52303,0.32175,0.25782,0.52463,0.39796,0.84107,0.2427,0.093704,-0.021789,0.099587,0.088429,0.0084622,0.030425,0.12066,0.27984,0.18752,0.19554,0.33109,0.17804,0.22367,0.35037,0.65885,0.27635,0.15462,0.051519,0.1925,0.37448,0.45463,0.40814,0.56358,0.55009,0.59857,0.41162,0.47174,0.33143,0.36309,0.90379,0.352,0.59353,0.41941,0.33712,0.46881,0.17746,0.21483,0.30777,0.40581,0.51971,0.52813,0.6106
